,Country,Target Year,Population lag 4 years,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 4 years,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 4 years,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 4 years,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 4 years,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 4 years,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
474,Thailand,2015,67518379.0,67835969.0,68144519.0,68438748.0,68714519.0,73.0,73.3,73.5,73.7,73.9,370819000000.0,397558000000.0,420333000000.0,407339000000.0,401296000000.0,5492.1215,5860.581471,6168.261356,5951.883487,5840.053067,4863135212.0,5133403120.0,5421000776.0,5703649146.0,5989336794.0,6.23102474212646,6.98546361923218,6.20176267623901,6.07363986968994
480,Turkey,2009,67903461.0,68756809.0,69581854.0,70418612.0,71321406.0,74.0,78.0,71.2,71.6,72.0,506308311477.0,557057829051.0,681337335022.0,770462156204.0,649272568774.0,7456.296101,8101.856924,9791.88245,10941.17215,9103.474051,5486819690.0,5768468875.0,6081205583.0,6390526778.0,6705886416.0,5.62347173690796,5.11823177337646,5.21284151077271,5.49034738540649
481,Turkey,2010,68756809.0,69581854.0,70418612.0,71321406.0,72326992.0,78.0,71.2,71.6,72.0,72.4,557057829051.0,681337335022.0,770462156204.0,649272568774.0,776992599947.0,8101.856924,9791.88245,10941.17215,9103.474051,10742.77498,5768468875.0,6081205583.0,6390526778.0,6705886416.0,7020266449.0,5.11823177337646,5.21284151077271,5.49034738540649,5.27194404602051
482,Turkey,2011,69581854.0,70418612.0,71321406.0,72326992.0,73443254.0,71.2,71.6,72.0,72.4,72.8,681337335022.0,770462156204.0,649272568774.0,776992599947.0,838762755164.0,9791.88245,10941.17215,9103.474051,10742.77498,11420.55546,6081205583.0,6390526778.0,6705886416.0,7020266449.0,7359748701.0,5.21284151077271,5.49034738540649,5.27194404602051,5.3090763092041
483,Turkey,2012,70418612.0,71321406.0,72326992.0,73443254.0,74651046.0,71.6,72.0,72.4,72.8,73.2,770462156204.0,649272568774.0,776992599947.0,838762755164.0,880556375780.0,10941.17215,9103.474051,10742.77498,11420.55546,11795.63346,6390526778.0,6705886416.0,7020266449.0,7359748701.0,7713414910.0,5.49034738540649,5.27194404602051,5.3090763092041,4.88817739486694
484,Turkey,2013,71321406.0,72326992.0,73443254.0,74651046.0,75925454.0,72.0,72.4,72.8,73.2,73.5,649272568774.0,776992599947.0,838762755164.0,880556375780.0,957783020853.0,9103.474051,10742.77498,11420.55546,11795.63346,12614.78161,6705886416.0,7020266449.0,7359748701.0,7713414910.0,8058635494.0,5.27194404602051,5.3090763092041,4.88817739486694,5.57979440689087
485,Turkey,2014,72326992.0,73443254.0,74651046.0,75925454.0,77229262.0,72.4,72.8,73.2,73.5,73.9,776992599947.0,838762755164.0,880556375780.0,957783020853.0,938952628604.0,10742.77498,11420.55546,11795.63346,12614.78161,12157.99043,7020266449.0,7359748701.0,7713414910.0,8058635494.0,8420310957.0,5.3090763092041,4.88817739486694,5.57979440689087,5.51446533203125
486,Turkey,2015,73443254.0,74651046.0,75925454.0,77229262.0,78529413.0,72.8,73.2,73.5,73.9,74.2,838762755164.0,880556375780.0,957783020853.0,938952628604.0,864316670331.0,11420.55546,11795.63346,12614.78161,12157.99043,11006.27952,7359748701.0,7713414910.0,8058635494.0,8420310957.0,8801642900.0,4.88817739486694,5.57979440689087,5.51446533203125,5.32622194290161
492,Uganda,2009,27684590.0,28571475.0,29486335.0,30431734.0,31411096.0,46.6,47.7,48.8,51.0,51.3,9239221859.0,9977647645.0,11902564401.0,14440404021.0,25127805566.0,333.7315763,349.2171001,403.6637446,474.5179496,799.9658963,45056521.0,47439907.0,50149897.0,52929511.0,55929309.0,4.45583868026733,4.56861925125122,4.61198568344116,4.19288206100464
493,Uganda,2010,28571475.0,29486335.0,30431734.0,31411096.0,32428164.0,47.7,48.8,51.0,51.3,53.2,9977647645.0,11902564401.0,14440404021.0,25127805566.0,26673441667.0,349.2171001,403.6637446,474.5179496,799.9658963,822.5393725,47439907.0,50149897.0,52929511.0,55929309.0,59498928.0,4.56861925125122,4.61198568344116,4.19288206100464,4.82600116729736
494,Uganda,2011,29486335.0,30431734.0,31411096.0,32428164.0,33476771.0,48.8,51.0,51.3,53.2,54.9,11902564401.0,14440404021.0,25127805566.0,26673441667.0,27871725206.0,403.6637446,474.5179496,799.9658963,822.5393725,832.5690782,50149897.0,52929511.0,55929309.0,59498928.0,63322997.0,4.61198568344116,4.19288206100464,4.82600116729736,4.30923795700073
495,Uganda,2012,30431734.0,31411096.0,32428164.0,33476771.0,34558700.0,51.0,51.3,53.2,54.9,55.5,14440404021.0,25127805566.0,26673441667.0,27871725206.0,27305915761.0,474.5179496,799.9658963,822.5393725,832.5690782,790.1314506,52929511.0,55929309.0,59498928.0,63322997.0,66949984.0,4.19288206100464,4.82600116729736,4.30923795700073,3.7095787525177
496,Uganda,2013,31411096.0,32428164.0,33476771.0,34558700.0,35694519.0,51.3,53.2,54.9,55.5,56.3,25127805566.0,26673441667.0,27871725206.0,27305915761.0,28915786997.0,799.9658963,822.5393725,832.5690782,790.1314506,810.090395,55929309.0,59498928.0,63322997.0,66949984.0,70704514.0,4.82600116729736,4.30923795700073,3.7095787525177,3.7699191570282
497,Uganda,2014,32428164.0,33476771.0,34558700.0,35694519.0,36911530.0,53.2,54.9,55.5,56.3,57.5,26673441667.0,27871725206.0,27305915761.0,28915786997.0,32612397758.0,822.5393725,832.5690782,790.1314506,810.090395,883.5287445,59498928.0,63322997.0,66949984.0,70704514.0,74794180.0,4.30923795700073,3.7095787525177,3.7699191570282,4.23768663406372
498,Uganda,2015,33476771.0,34558700.0,35694519.0,36911530.0,38225447.0,54.9,55.5,56.3,57.5,58.4,27871725206.0,27305915761.0,28915786997.0,32612397758.0,32387183845.0,832.5690782,790.1314506,810.090395,883.5287445,847.2676289,63322997.0,66949984.0,70704514.0,74794180.0,79319750.0,3.7095787525177,3.7699191570282,4.23768663406372,4.23326110839844
504,Ukraine,2009,46890775.0,46607397.0,46366347.0,46158709.0,45970942.0,67.5,67.7,67.6,67.6,67.4,89239370109.0,111885000000.0,148734000000.0,188111000000.0,121553000000.0,1894.470825,2391.323975,3197.934326,4066.547852,2639.391602,26477095771.0,26809766108.0,27146130122.0,27471662835.0,27748956336.0,5.25218152999878,5.1723804473877,5.16563940048218,5.05756139755249
505,Ukraine,2010,46607397.0,46366347.0,46158709.0,45970942.0,45792086.0,67.7,67.6,67.6,67.4,67.0,111885000000.0,148734000000.0,188111000000.0,121553000000.0,141210000000.0,2391.323975,3197.934326,4066.547852,2639.391602,3078.429932,26809766108.0,27146130122.0,27471662835.0,27748956336.0,28043034658.0,5.1723804473877,5.16563940048218,5.05756139755249,5.08313274383545
506,Ukraine,2011,46366347.0,46158709.0,45970942.0,45792086.0,45619850.0,67.6,67.6,67.4,67.0,67.7,148734000000.0,188111000000.0,121553000000.0,141210000000.0,169333000000.0,3197.934326,4066.547852,2639.391602,3078.429932,3704.824951,27146130122.0,27471662835.0,27748956336.0,28043034658.0,28350987499.0,5.16563940048218,5.05756139755249,5.08313274383545,5.03034210205078
507,Ukraine,2012,46158709.0,45970942.0,45792086.0,45619850.0,45453805.0,67.6,67.4,67.0,67.7,67.5,188111000000.0,121553000000.0,141210000000.0,169333000000.0,182592000000.0,4066.547852,2639.391602,3078.429932,3704.824951,4004.804443,27471662835.0,27748956336.0,28043034658.0,28350987499.0,28654963929.0,5.05756139755249,5.08313274383545,5.03034210205078,4.71080255508423
508,Ukraine,2013,45970942.0,45792086.0,45619850.0,45453805.0,45286988.0,67.4,67.0,67.7,67.5,67.7,121553000000.0,141210000000.0,169333000000.0,182592000000.0,190499000000.0,2639.391602,3078.429932,3704.824951,4004.804443,4187.739746,27748956336.0,28043034658.0,28350987499.0,28654963929.0,28952213568.0,5.08313274383545,5.03034210205078,4.71080255508423,4.29732990264893
509,Ukraine,2014,45792086.0,45619850.0,45453805.0,45286988.0,45111530.0,67.0,67.7,67.5,67.7,69.2,141210000000.0,169333000000.0,182592000000.0,190499000000.0,133503000000.0,3078.429932,3704.824951,4004.804443,4187.739746,3104.643311,28043034658.0,28350987499.0,28654963929.0,28952213568.0,29209722174.0,5.03034210205078,4.71080255508423,4.29732990264893,3.96454286575317
510,Ukraine,2015,45619850.0,45453805.0,45286988.0,45111530.0,44921636.0,67.7,67.5,67.7,69.2,69.8,169333000000.0,182592000000.0,190499000000.0,133503000000.0,91030959455.0,3704.824951,4004.804443,4187.739746,3104.643311,2124.662354,28350987499.0,28654963929.0,28952213568.0,29209722174.0,29433544289.0,4.71080255508423,4.29732990264893,3.96454286575317,4.02869033813477
516,United Kingdom,2009,60287953.0,60821349.0,61455154.0,62145098.0,62828620.0,79.052,79.316,79.584,79.85,80.11,2544830000000.0,2717060000000.0,3106180000000.0,2938880000000.0,2425800000000.0,42132.09072,44654.09692,50653.25691,47549.34863,38952.21103,71321693012.0,71889264950.0,72448501368.0,72992999493.0,73486894347.0,6.80193090438843,6.98646354675293,6.90654706954956,7.02936410903931
517,United Kingdom,2010,60821349.0,61455154.0,62145098.0,62828620.0,63459801.0,79.316,79.584,79.85,80.11,80.352,2717060000000.0,3106180000000.0,2938880000000.0,2425800000000.0,2491110000000.0,44654.09692,50653.25691,47549.34863,38952.21103,39688.61497,71889264950.0,72448501368.0,72992999493.0,73486894347.0,73998525977.0,6.98646354675293,6.90654706954956,7.02936410903931,6.86924886703491
518,United Kingdom,2011,61455154.0,62145098.0,62828620.0,63459801.0,64021922.0,79.584,79.85,80.11,80.352,80.564,3106180000000.0,2938880000000.0,2425800000000.0,2491110000000.0,2674890000000.0,50653.25691,47549.34863,38952.21103,39688.61497,42284.88449,72448501368.0,72992999493.0,73486894347.0,73998525977.0,74467979649.0,6.90654706954956,7.02936410903931,6.86924886703491,6.880784034729
519,United Kingdom,2012,62145098.0,62828620.0,63459801.0,64021922.0,64525300.0,79.85,80.11,80.352,80.564,80.739,2938880000000.0,2425800000000.0,2491110000000.0,2674890000000.0,2719160000000.0,47549.34863,38952.21103,39688.61497,42284.88449,42686.80005,72992999493.0,73486894347.0,73998525977.0,74467979649.0,74955496204.0,7.02936410903931,6.86924886703491,6.880784034729,6.91805505752563
520,United Kingdom,2013,62828620.0,63459801.0,64021922.0,64525300.0,64984015.0,80.11,80.352,80.564,80.739,80.876,2425800000000.0,2491110000000.0,2674890000000.0,2719160000000.0,2803290000000.0,38952.21103,39688.61497,42284.88449,42686.80005,43713.81412,73486894347.0,73998525977.0,74467979649.0,74955496204.0,75432883692.0,6.86924886703491,6.880784034729,6.91805505752563,6.75814771652222
521,United Kingdom,2014,63459801.0,64021922.0,64525300.0,64984015.0,65423048.0,80.352,80.564,80.739,80.876,80.978,2491110000000.0,2674890000000.0,2719160000000.0,2803290000000.0,3087170000000.0,39688.61497,42284.88449,42686.80005,43713.81412,47787.2413,73998525977.0,74467979649.0,74955496204.0,75432883692.0,75871424691.0,6.880784034729,6.91805505752563,6.75814771652222,6.51544523239136
522,United Kingdom,2015,64021922.0,64525300.0,64984015.0,65423048.0,65860149.0,80.564,80.739,80.876,80.978,81.052,2674890000000.0,2719160000000.0,2803290000000.0,3087170000000.0,2956570000000.0,42284.88449,42686.80005,43713.81412,47787.2413,45404.56777,74467979649.0,74955496204.0,75432883692.0,75871424691.0,76293764798.0,6.91805505752563,6.75814771652222,6.51544523239136,6.82428359985352
528,United States,2009,294993509.0,297758977.0,300608425.0,303486022.0,306307565.0,77.685,77.892,78.101,78.303,78.49,13039200000000.0,13815600000000.0,14474200000000.0,14769900000000.0,14478100000000.0,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,334000000000.0,340000000000.0,347000000000.0,353000000000.0,358000000000.0,7.51268768310547,7.28038597106934,7.15803241729736,7.16361618041992
529,United States,2010,297758977.0,300608425.0,303486022.0,306307565.0,309011469.0,77.892,78.101,78.303,78.49,78.652,13815600000000.0,14474200000000.0,14769900000000.0,14478100000000.0,15049000000000.0,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,340000000000.0,347000000000.0,353000000000.0,358000000000.0,364000000000.0,7.28038597106934,7.15803241729736,7.16361618041992,7.1151385307312
530,United States,2011,300608425.0,303486022.0,306307565.0,309011469.0,311584051.0,78.101,78.303,78.49,78.652,78.777,14474200000000.0,14769900000000.0,14478100000000.0,15049000000000.0,15599700000000.0,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,347000000000.0,353000000000.0,358000000000.0,364000000000.0,369000000000.0,7.15803241729736,7.16361618041992,7.1151385307312,7.02622699737549
531,United States,2012,303486022.0,306307565.0,309011469.0,311584051.0,314043885.0,78.303,78.49,78.652,78.777,78.862,14769900000000.0,14478100000000.0,15049000000000.0,15599700000000.0,16254000000000.0,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,353000000000.0,358000000000.0,364000000000.0,369000000000.0,375000000000.0,7.16361618041992,7.1151385307312,7.02622699737549,7.24928522109985
532,United States,2013,306307565.0,309011469.0,311584051.0,314043885.0,316400539.0,78.49,78.652,78.777,78.862,78.909,14478100000000.0,15049000000000.0,15599700000000.0,16254000000000.0,16843200000000.0,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,358000000000.0,364000000000.0,369000000000.0,375000000000.0,380000000000.0,7.1151385307312,7.02622699737549,7.24928522109985,7.15111446380615
533,United States,2014,309011469.0,311584051.0,314043885.0,316400539.0,318673422.0,78.652,78.777,78.862,78.909,78.922,15049000000000.0,15599700000000.0,16254000000000.0,16843200000000.0,17550700000000.0,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,364000000000.0,369000000000.0,375000000000.0,380000000000.0,386000000000.0,7.02622699737549,7.24928522109985,7.15111446380615,6.86394691467285
534,United States,2015,311584051.0,314043885.0,316400539.0,318673422.0,320878312.0,78.777,78.862,78.909,78.922,78.91,15599700000000.0,16254000000000.0,16843200000000.0,17550700000000.0,18206000000000.0,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,369000000000.0,375000000000.0,380000000000.0,386000000000.0,391000000000.0,7.24928522109985,7.15111446380615,6.86394691467285,6.80359983444214
540,Uruguay,2009,3321799.0,3325403.0,3331753.0,3340221.0,3349676.0,75.1,75.2,75.4,75.4,75.4,17362857684.0,19579457966.0,23410572634.0,30366213119.0,31660911277.0,5226.9441,5887.845162,7026.503055,9091.079039,9451.932449,267413347.0,274010442.0,279957943.0,288159572.0,296106343.0,5.69394588470459,5.66386985778809,6.29622268676758,6.06201076507568
541,Uruguay,2010,3325403.0,3331753.0,3340221.0,3349676.0,3359273.0,75.2,75.4,75.4,75.4,75.7,19579457966.0,23410572634.0,30366213119.0,31660911277.0,40284481652.0,5887.845162,7026.503055,9091.079039,9451.932449,11992.02377,274010442.0,279957943.0,288159572.0,296106343.0,302404303.0,5.66386985778809,6.29622268676758,6.06201076507568,6.55404710769653
542,Uruguay,2011,3331753.0,3340221.0,3349676.0,3359273.0,3368926.0,75.4,75.4,75.4,75.7,76.2,23410572634.0,30366213119.0,31660911277.0,40284481652.0,47962439304.0,7026.503055,9091.079039,9451.932449,11992.02377,14236.715,279957943.0,288159572.0,296106343.0,302404303.0,310056947.0,6.29622268676758,6.06201076507568,6.55404710769653,6.44972848892212
543,Uruguay,2012,3340221.0,3349676.0,3359273.0,3368926.0,3378975.0,75.4,75.4,75.7,76.2,75.4,30366213119.0,31660911277.0,40284481652.0,47962439304.0,51264390116.0,9091.079039,9451.932449,11992.02377,14236.715,15171.58017,288159572.0,296106343.0,302404303.0,310056947.0,318648738.0,6.06201076507568,6.55404710769653,6.44972848892212,6.44446468353271
544,Uruguay,2013,3349676.0,3359273.0,3368926.0,3378975.0,3389436.0,75.4,75.7,76.2,75.4,76.4,31660911277.0,40284481652.0,47962439304.0,51264390116.0,57531233351.0,9451.932449,11992.02377,14236.715,15171.58017,16973.68924,296106343.0,302404303.0,310056947.0,318648738.0,326141111.0,6.55404710769653,6.44972848892212,6.44446468353271,6.56144380569458
545,Uruguay,2014,3359273.0,3368926.0,3378975.0,3389436.0,3400439.0,75.7,76.2,75.4,76.4,76.6,40284481652.0,47962439304.0,51264390116.0,57531233351.0,57236013086.0,11992.02377,14236.715,15171.58017,16973.68924,16831.94819,302404303.0,310056947.0,318648738.0,326141111.0,332825434.0,6.44972848892212,6.44446468353271,6.56144380569458,6.62808036804199
546,Uruguay,2015,3368926.0,3378975.0,3389436.0,3400439.0,3412013.0,76.2,75.4,76.4,76.6,76.3,47962439304.0,51264390116.0,57531233351.0,57236013086.0,53274304222.0,14236.715,15171.58017,16973.68924,16831.94819,15613.74597,310056947.0,318648738.0,326141111.0,332825434.0,339550899.0,6.44446468353271,6.56144380569458,6.62808036804199,6.17148542404175
552,Zimbabwe,2009,12076697.0,12155496.0,12255920.0,12379553.0,12526964.0,46.0,45.3,44.8,44.5,44.3,5755215200.0,5443896500.0,5291950100.0,4415702800.0,9665793300.0,476.5554025,447.8547399,431.7872587,356.6932344,771.5990323,630859573.0,641225034.0,651060195.0,658780209.0,664256525.0,3.28024673461914,3.17426371574402,4.05591440200806,4.68156957626343
553,Zimbabwe,2010,12155496.0,12255920.0,12379553.0,12526964.0,12697728.0,45.3,44.8,44.5,44.3,44.6,5443896500.0,5291950100.0,4415702800.0,9665793300.0,12041655200.0,447.8547399,431.7872587,356.6932344,771.5990323,948.331481,641225034.0,651060195.0,658780209.0,664256525.0,672134841.0,3.17426371574402,4.05591440200806,4.68156957626343,4.84564161300659
554,Zimbabwe,2011,12255920.0,12379553.0,12526964.0,12697728.0,12894323.0,44.8,44.5,44.3,44.6,45.4,5291950100.0,4415702800.0,9665793300.0,12041655200.0,14101920300.0,431.7872587,356.6932344,771.5990323,948.331481,1093.653409,651060195.0,658780209.0,664256525.0,672134841.0,681878824.0,4.05591440200806,4.68156957626343,4.84564161300659,4.95510053634644
555,Zimbabwe,2012,12379553.0,12526964.0,12697728.0,12894323.0,13115149.0,44.5,44.3,44.6,45.4,46.6,4415702800.0,9665793300.0,12041655200.0,14101920300.0,17114849900.0,356.6932344,771.5990323,948.331481,1093.653409,1304.968011,658780209.0,664256525.0,672134841.0,681878824.0,689761713.0,4.68156957626343,4.84564161300659,4.95510053634644,4.69018793106079
556,Zimbabwe,2013,12526964.0,12697728.0,12894323.0,13115149.0,13350378.0,44.3,44.6,45.4,46.6,48.2,9665793300.0,12041655200.0,14101920300.0,17114849900.0,19091020000.0,771.5990323,948.331481,1093.653409,1304.968011,1429.998461,664256525.0,672134841.0,681878824.0,689761713.0,701597967.0,4.84564161300659,4.95510053634644,4.69018793106079,4.18445062637329
557,Zimbabwe,2014,12697728.0,12894323.0,13115149.0,13350378.0,13586710.0,44.6,45.4,46.6,48.2,50.0,12041655200.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,948.331481,1093.653409,1304.968011,1429.998461,1434.896277,672134841.0,681878824.0,689761713.0,701597967.0,713503654.0,4.95510053634644,4.69018793106079,4.18445062637329,3.70319128036499
558,Zimbabwe,2015,12894323.0,13115149.0,13350378.0,13586710.0,13814642.0,45.4,46.6,48.2,50.0,52.4,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,681878824.0,689761713.0,701597967.0,713503654.0,725729475.0,4.69018793106079,4.18445062637329,3.70319128036499,3.73540019989014
7,Argentina,2016,41755188.0,42196034.0,42637508.0,43075416.0,43508459.0,74.8,75.4,75.6,75.5,75.7,545982000000.0,552025000000.0,526320000000.0,594749000000.0,557531000000.0,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,6975591369.0,7165724742.0,7354381844.0,7546787804.0,7737764998.0,6.67111444473267,6.69713068008423,6.42722129821777,6.03933000564575
8,Argentina,2017,42196034.0,42637508.0,43075416.0,43508459.0,43937143.0,75.4,75.6,75.5,75.7,75.9,552025000000.0,526320000000.0,594749000000.0,557531000000.0,643629000000.0,13080.25473,12334.79825,13789.06042,12790.24247,14613.04182,7165724742.0,7354381844.0,7546787804.0,7737764998.0,7925569727.0,6.69713068008423,6.42722129821777,6.03933000564575,5.79279661178589
19,Bangladesh,2016,151005733.0,152761413.0,154517385.0,156256287.0,157977151.0,68.6,69.1,69.5,69.9,73.0,133356000000.0,149990000000.0,172885000000.0,195079000000.0,265236000000.0,883.1171296,981.8608514,1118.873808,1248.45331,1678.95323,934191161.0,995972826.0,1061951464.0,1135228712.0,1211705809.0,4.63556480407715,4.63347387313843,4.5561408996582,4.3097710609436
20,Bangladesh,2017,152761413.0,154517385.0,156256287.0,157977151.0,159685421.0,69.1,69.5,69.9,73.0,77.0,149990000000.0,172885000000.0,195079000000.0,265236000000.0,293755000000.0,981.8608514,1118.873808,1248.45331,1678.95323,1839.583378,995972826.0,1061951464.0,1135228712.0,1211705809.0,1292649322.0,4.63347387313843,4.5561408996582,4.3097710609436,4.49921703338623
31,Bolivia,2016,10377677.0,10542375.0,10706517.0,10869732.0,11031822.0,69.01,69.468,69.891,70.277,70.626,27084497482.0,30659338886.0,32996188017.0,33000198249.0,33941126194.0,2609.880562,2908.200371,3081.878824,3035.971655,3076.656439,354305885.0,373399755.0,394116472.0,415394141.0,438189638.0,5.8647985458374,5.83432912826538,5.76972341537476,5.65055274963379
32,Bolivia,2017,10542375.0,10706517.0,10869732.0,11031822.0,11192853.0,69.468,69.891,70.277,70.626,70.945,30659338886.0,32996188017.0,33000198249.0,33941126194.0,37508642171.0,2908.200371,3081.878824,3035.971655,3076.656439,3351.124344,373399755.0,394116472.0,415394141.0,438189638.0,461751406.0,5.83432912826538,5.76972341537476,5.65055274963379,5.91573429107666
43,Brazil,2016,199287292.0,201035904.0,202763744.0,204471759.0,206163056.0,73.3,73.4,73.6,73.8,74.1,2465230000000.0,2472820000000.0,2456040000000.0,1802210000000.0,1795690000000.0,12370.22325,12300.38671,12112.83496,8813.989806,8710.06329,12188466782.0,12720884782.0,13278785782.0,13808138782.0,14300886782.0,6.98099899291992,6.54689693450928,6.37481737136841,6.3329291343689
44,Brazil,2017,201035904.0,202763744.0,204471759.0,206163056.0,207833825.0,73.4,73.6,73.8,74.1,74.5,2472820000000.0,2456040000000.0,1802210000000.0,1795690000000.0,2063510000000.0,12300.38671,12112.83496,8813.989806,8710.06329,9928.675897,12720884782.0,13278785782.0,13808138782.0,14300886782.0,14801644497.0,6.54689693450928,6.37481737136841,6.3329291343689,6.19092178344727
55,Cambodia,2016,14780454.0,15026330.0,15274506.0,15521435.0,15766290.0,65.0,65.6,66.1,66.6,67.0,14054443213.0,15227991395.0,16702610842.0,18049954289.0,20016747754.0,950.880346,1013.420536,1093.495976,1162.904995,1269.591499,70703789.0,76281895.0,82775697.0,91302231.0,101835559.0,3.88330554962158,4.16216468811035,4.46125936508179,4.58584213256836
56,Cambodia,2017,15026330.0,15274506.0,15521435.0,15766290.0,16009413.0,65.6,66.1,66.6,67.0,67.4,15227991395.0,16702610842.0,18049954289.0,20016747754.0,22177200512.0,1013.420536,1093.495976,1162.904995,1269.591499,1385.260066,76281895.0,82775697.0,91302231.0,101835559.0,114710465.0,4.16216468811035,4.46125936508179,4.58584213256836,5.1218376159668
67,Cameroon,2016,21485267.0,22077300.0,22681853.0,23298376.0,23926549.0,53.6,54.2,54.8,55.3,55.6,30155064574.0,33728622819.0,36386546918.0,32210232912.0,33814337900.0,1403.522915,1527.751257,1604.214035,1382.50979,1413.255957,157692392.0,162762779.0,169612568.0,177358737.0,185173931.0,4.24044132232666,5.03796482086182,4.81623220443726,5.07405138015747
68,Cameroon,2017,22077300.0,22681853.0,23298376.0,23926549.0,24566070.0,54.2,54.8,55.3,55.6,55.9,33728622819.0,36386546918.0,32210232912.0,33814337900.0,36098550142.0,1527.751257,1604.214035,1382.50979,1413.255957,1469.4475,162762779.0,169612568.0,177358737.0,185173931.0,192872431.0,5.03796482086182,4.81623220443726,5.07405138015747,5.25073766708374
79,Canada,2016,34922031.0,35296535.0,35664338.0,36026668.0,36382942.0,85.0,87.0,81.0,81.2,81.5,1828370000000.0,1846600000000.0,1805750000000.0,1556510000000.0,1527990000000.0,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,29032809432.0,29606508169.0,30177071586.0,30750132962.0,31309699924.0,7.30425786972046,7.41277265548706,7.24484586715698,7.41486835479736
80,Canada,2017,35296535.0,35664338.0,36026668.0,36382942.0,36732091.0,87.0,81.0,81.2,81.5,81.6,1846600000000.0,1805750000000.0,1556510000000.0,1527990000000.0,1649270000000.0,52635.17496,50955.99832,43596.13554,42315.60371,45129.4293,29606508169.0,30177071586.0,30750132962.0,31309699924.0,31879060360.0,7.41277265548706,7.24484586715698,7.41486835479736,7.17549657821655
91,Chile,2016,17400359.0,17571511.0,17758969.0,17969356.0,18209072.0,78.9,79.6,79.3,79.1,79.8,267176000000.0,277239000000.0,259405000000.0,242497000000.0,249299000000.0,15354.6184,15777.78151,14606.99672,13495.01061,13690.90746,2241705986.0,2323516854.0,2401090633.0,2482915104.0,2567307132.0,6.84423828125,6.53274965286255,6.57905626296997,6.32011938095093
92,Chile,2017,17571511.0,17758969.0,17969356.0,18209072.0,18470435.0,79.6,79.3,79.1,79.8,79.9,277239000000.0,259405000000.0,242497000000.0,249299000000.0,276365000000.0,15777.78151,14606.99672,13495.01061,13690.90746,14962.55685,2323516854.0,2401090633.0,2482915104.0,2567307132.0,2651353160.0,6.53274965286255,6.57905626296997,6.32011938095093,6.43622064590454
103,China,2016,1384206408.0,1391883335.0,1399453966.0,1406847868.0,1414049353.0,74.4,74.5,74.9,75.0,75.2,8532230000000.0,9570410000000.0,10475700000000.0,11061600000000.0,11233300000000.0,6300.615118,7020.338485,7636.116601,8016.431435,8094.363367,155000000000.0,165000000000.0,175000000000.0,184000000000.0,194000000000.0,5.19561910629272,5.30387783050537,5.32495594024658,5.09906148910522
104,China,2017,1391883335.0,1399453966.0,1406847868.0,1414049353.0,1421021794.0,74.5,74.9,75.0,75.2,75.4,9570410000000.0,10475700000000.0,11061600000000.0,11233300000000.0,12310400000000.0,7020.338485,7636.116601,8016.431435,8094.363367,8816.986905,165000000000.0,175000000000.0,184000000000.0,194000000000.0,204000000000.0,5.30387783050537,5.32495594024658,5.09906148910522,5.13143396377563
115,Colombia,2016,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,73.5,73.5,73.6,73.6,74.2,370921000000.0,382116000000.0,381112000000.0,293482000000.0,282825000000.0,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,2687067778.0,2774495634.0,2863194777.0,2955160135.0,3048402114.0,6.44878911972046,6.38757181167603,6.23371505737305,6.15734195709229
116,Colombia,2017,46495492.0,46967706.0,47520667.0,48175048.0,48909844.0,73.5,73.6,73.6,74.2,74.3,382116000000.0,381112000000.0,293482000000.0,282825000000.0,311884000000.0,8218.347844,8114.343921,6175.87603,5870.777957,6376.706716,2774495634.0,2863194777.0,2955160135.0,3048402114.0,3134697902.0,6.38757181167603,6.23371505737305,6.15734195709229,5.98351240158081
127,Denmark,2016,5610909.0,5638152.0,5664199.0,5688695.0,5711346.0,78.4,78.8,78.9,79.2,79.7,327149000000.0,343584000000.0,352994000000.0,302673000000.0,313116000000.0,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,3804621405.0,3846367301.0,3883910718.0,3919114412.0,3956125798.0,7.50755929946899,7.5144248008728,7.5577826499939,7.59370231628418
